source,name,address,rating,reviews,info
2GIS,Строймаг,,3.1,7 баға,"Магазин строительных товаров Жолымбет көшесі, 43/1, Астана Құрылыс материалдары"
2GIS,Коктал строй,,2.5,10 баға,"Құрылыс материалдары Нұрғиса Тілендиев даңғылы, 24, Астана Құрылыс материалдары · Жеткізу"
2GIS,M&EL,,4.1,85 баға,"Құрылыс дүкені Республика көшесі, 12/1, Қосшы, Косши городская администрация, Ақмола Құрылыс материалдары · Жеткізу"
2GIS,Bau trade,,,,"Құрылыс материалдары Ақсай көшесі, 1г, Астана Құрылыс материалдары · Жеткізу"
2GIS,Стройдом,"Орманды алқап көшесі, 10, Қосшы, Косши городская администрация, Ақмола",4.5,23 баға,Құрылыс дүкені ​​2 филиал Құрылыс материалдары
2GIS,SilkWay Group Construction,,3.7,3 баға,"Құрылыс материалдары Міржақып Дулатұлы көшесі, 182/2, Астана Құрылыс материалдары · Жеткізу"
2GIS,Курылыс маркет,,4.1,245 баға,"Құрылыс материалдары дүкендері Республика көшесі, 59, Қосшы, Косши городская администрация, Ақмола Құрылыс материалдары"
2GIS,Магазин обоев,,5,4 баға,"Құрылыс материалдары Жолымбет көшесі, 43/1, Астана Құрылыс материалдары · Жеткізу"
2GIS,Alke Home,,,,"Құрылыс материалдары Жолымбет көшесі, 43/1 блок С, Астана Құрылыс материалдары · Жеткізу"
2GIS,Agat company group,,5,13 баға,"Құрылыс материалдары Ақбидай көшесі, 6/5а, Астана Құрылыс материалдары"
2GIS,Domsad On-Line,,2.5,5 баға,"Құрылыс материалдары Көктал көшесі, 1а, Астана Құрылыс материалдары · Жеткізу"
2GIS,Строй Дом,,4.4,86 баға,"Строительный магазин Орманды алқап көшесі, 7, Қосшы, Косши городская администрация, Ақмола Құрылыс материалдары"
2GIS,КазБитумСервис,,,,"Құрылыс материалдары С-307 көшесі, 7, Астана Құрылыс материалдары"
2GIS,Qural mart,,3.8,25 баға,"Құрылыс материалдары дүкені Талғат Бигелдинов көшесі, 29, Қызылсуат, Целиноград ауданы, Ақмола Құрылыс материалдары"
2GIS,Опалубки Kz,,,,"Құрылыс материалдары Әлихан Бөкейханов көшесі, 2, Қараөткел, Целиноград ауданы, Ақмола Құрылыс материалдары"
2GIS,Стройдом,"Абай көшесі, 3а, Қосшы, Косши городская администрация, Ақмола",4.7,56 баға,Құрылыс дүкені ​​2 филиал Құрылыс материалдары · Жеткізу
2GIS,Бақ,"Республика көшесі, 180, Қосшы, Косши городская администрация, Ақмола",4.7,68 баға,Құрылыс материалдары дүкені ​​2 филиал Құрылыс материалдары
2GIS,Өндірістік база,"Жамбыл Жабаев көшесі, 68/1, Астана",5,3 баға,Магазин кирпичей ​​2 филиал Құрылыс материалдары
2GIS,Мырза,,4.5,12 баға,"Құрылыс материалдары 2 орам, 25, Қосшы, Косши городская администрация, Ақмола Құрылыс материалдары · Жеткізу"
2GIS,СТРОЙ ПЛАЗА,"Көктал көшесі, 45, Астана",3.5,12 баға,"Қойма ​​4 филиал Құрылыс материалдары · Жеткізу Кірпіш, газды блок және тагы баска құрылыс материалдары арзан бағамен! Жарнама WhatsApp-қа жазу"
2GIS,Bolat,,4,37 баға,"Құрылыс дүкені Республика көшесі, 10, Қосшы, Косши городская администрация, Ақмола Құрылыс материалдары · Жеткізу"
2GIS,У Султана бәрі бар,,4.8,63 баға,"Құрылыс материалдары Ардагер көшесі, 2Б, Талапкер, Целиноград ауданы, Ақмола Құрылыс материалдары · Жеткізу"
2GIS,Aimart,,4.9,69 баға,"Құрылыс материалдары дүкені Көшесі Ер Жәнібек, 22, Қоянды, Целиноград ауданы, Ақмола Құрылыс материалдары"
2GIS,Ерзат,,4.5,22 баға,"Құрылыс дүкені 69-шы көше, 20, Талапкер, Целиноград ауданы, Ақмола Құрылыс материалдары · Жеткізу"
2GIS,Строй двор,,5,11 баға,"Құрылыс материалдары 6-шы көше, 22, Целиноград ауданы, Ақмола Құрылыс материалдары · Жеткізу Жабық"
2GIS,Нұр-құрылыс,,4.4,19 баға,"Құрылыс материалдары Құрманов көшесі, 26, Жібек Жолы, Аршалы ауданы, Ақмола Құрылыс материалдары"
2GIS,1000 ұсақ-түйектер,,3.7,5 баға,"Дүкен Абай Кұнанбайұлы көшесі, 1Б, Ыбырай Алтынсарин, Целиноград ауданы, Ақмола Құрылыс материалдары"
2GIS,У Амира,,5,23 баға,"Строительный магазин Талапкер ауылы, 13а, Талапкер, Целиноград ауданы, Ақмола Құрылыс материалдары · Жеткізу"
2GIS,Alystroy,,4.9,18 баға,"Магазин строительных материалов Тәуелсіздік көшесі, 9, Талапкер, Целиноград ауданы, Ақмола Құрылыс материалдары · Жеткізу"
2GIS,У Андрея,,,,"Строительный магазин 13-ші көше, 14, Целиноград ауданы, Ақмола Құрылыс материалдары"
2GIS,Жумадил,,5,5 баға,"Құрылыс материалдары Көшесі Мухамедракыма Жунусова, 107А, Қоянды, Целиноград ауданы, Ақмола Құрылыс материалдары"
2GIS,Евромех,,4.7,138 баға,"Магазин верхний одежды Алтыбақан көшесі, 1, Астана Сыртқы киім · Жеткізу Таза былғарыдан жасалған ерлер топтамасы бойынша арнайы ұсыныс -20% Жарнама Б..."
2GIS,Империя меха,"Кенесары көшесі, 4, Астана",4.9,7420 баға,Сыртқы киім ​​2 филиал Сыртқы киім
2GIS,Solvea Atelier,,4.9,144 баға,"Сыртқы киім Мәңгілік Ел даңғылы, 36/1, Астана Сыртқы киім Премиум сапалы сыртқы киім. Қолма-қол төлемге 15% жеңілдік Жарнама WhatsApp-қа жазу"
2GIS,Europa furs,,4.9,52 баға,"Тері салоны Керуен СОО, Достық көшесі, 9, Астана −70% Жеңілдік  ·  Сыртқы киім · Жеткізу Қазақстандағы аң терісі бренді Жарнама Instagram-нан қарау"
2GIS,Divino,,4.9,59 баға,"Магазин меха и верхней одежды ТРЦ Green Mall, Сығанақ көшесі, 17Б, Астана Сыртқы киім · Жеткізу Италияның сыртқы киімдері. Мех, пуховик, кашемир пальт..."
2GIS,Avrora Fashion Gallery,"Asia park СОО, Қабанбай батыр даңғылы, 21, Астана",4.3,74 баға,Сыртқы киім ​​12 филиал Сыртқы киім · Жеткізу
2GIS,MODA RENA,,4.5,28 баға,"Магазин женской одежды больших размеров Евразия-2, Алексей Петров көшесі, 24Б, Астана Сыртқы киім"
2GIS,Kingsman,"Мәңгілік Ел даңғылы, 17, Астана",4.8,850 баға,Ерлерге арналған киім дүкені ​​3 филиал Сыртқы киім · Жеткізу
2GIS,Picasso,"Ұлы Дала даңғылы, 80/1, Астана",4.7,173 баға,Аяқ киім дүкені ​​2 филиал Сыртқы киім Бүгін стиліңді жаңарт — жеңілдіктер 50%-ға дейін Жарнама WhatsApp-қа жазу
2GIS,Billiomen,"Түркістан көшесі, 14а, Астана",5,17 баға,"Сыртқы киім ​​2 филиал Сыртқы киім Billiomen мужская одежда, обувь и аксессуары. Жарнама Instagram-нан қарау"
2GIS,Men`s shop,"Жұмекен Нәжімеденов көшесі, 26, Астана",4.8,132 баға,"Ерлерге арналған киім дүкені ​​2 филиал Сыртқы киім · Жеткізу Толық сатылым! 50% жеңілдіктер*. Kaspi Red** ​Жарнама​*31.03.26, толығырақ 0000001046455..."
2GIS,Kingdom,,4.8,36 баға,"Магазин мужской одежды Бауыржан Момышұлы даңғылы, 10, Астана Сыртқы киім · Жеткізу Жаңа сәнді киімдер мен аяқ киімдердің түсімі! Премиум сапа! Жарнама..."
2GIS,Omar,"Аружан СОО, Ілияс Жансүгірұлы көшесі, 8/1, Астана",4.9,584 баға,Сыртқы киім ​​4 филиал Сыртқы киім · Жеткізу
2GIS,Тон Сарайы,,4.9,1257 баға,"Сыртқы киім Бауыржан Момышұлы даңғылы, 6, Астана Сыртқы киім · Жеткізу"
2GIS,Erlan&Erke,"Мәңгілік Ел даңғылы, 26Б, Астана",4.9,481 баға,Сыртқы киім ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Vivien,,4.9,1628 баға,"Магазин женской одежды Достық көшесі, 8, Астана Сыртқы киім"
2GIS,Elegance Men’s Shop,"Алматы көшесі, 11, Астана",4.9,435 баға,Сыртқы киім ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Reserved,,3.8,203 баға,"Киім мен аксессуарлар дүкені Abu Dhabi Plaza СО, Сығанақ көшесі, 60/5, Астана Сыртқы киім"
2GIS,Men Way,,4.1,194 баға,"Сыртқы киім Мәңгілік Ел даңғылы, 17, Астана Сыртқы киім · Жеткізу"
2GIS,Низкоцен,,5,4 баға,"Сыртқы киім Мәңгілік Ел даңғылы, 19/2, Астана Сыртқы киім"
2GIS,Pudra,,4.2,303 баға,"Әйелдер киімі дүкені Достық көшесі, 10, Астана Сыртқы киім · Жеткізу"
2GIS,Anta,,4.6,162 баға,"Магазин спортивной одежды и обуви Керуен СОО, Достық көшесі, 9, Астана Сыртқы киім · Жеткізу"
2GIS,Uniqloast,"Түркістан көшесі, 10, Астана",4.5,62 баға,Сыртқы киім ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Four Seasons,,4.9,276 баға,"Магазин женской итальянской одежды и сумок ТҮК Триумфальная арка, Мәңгілік Ел даңғылы, 35, Астана Сыртқы киім · Жеткізу"
2GIS,Eleven,,4.9,193 баға,"Ерлерге арналған киім дүкені Керей, Жәнібек хандар көшесі, 42, Астана Сыртқы киім · Жеткізу"
2GIS,House,,4.1,127 баға,"Киім мен аксессуарлар дүкені Abu Dhabi Plaza СО, Сығанақ көшесі, 60/5, Астана Сыртқы киім"
2GIS,Furfox.kz,,4.6,180 баға,"Сыртқы киім Керей, Жәнібек хандар көшесі, 42, Астана Сыртқы киім · Жеткізу"
2GIS,Outfit,"Достық көшесі, 8Б, Астана",4.9,751 баға,Ерлерге арналған киім дүкені ​​3 филиал Сыртқы киім
2GIS,Why not,,4.6,26 баға,"Сыртқы киім Әлихан Бөкейхан көшесі, 16/2, Астана Сыртқы киім"
2GIS,Rich Size,,4.9,590 баға,"Үлкен өлшемді әйелдер киімі дүкені Әлихан Бөкейхан көшесі, 24, Астана Сыртқы киім · Жеткізу"
2GIS,The Saint,,4.9,68 баға,"Магазин женской одежды Әлихан Бөкейхан көшесі, 16/1, Астана Сыртқы киім · Жеткізу"
2GIS,Charuel,,4.5,58 баға,"Магазин женской одежды Ақмешіт көшесі, 1 блок Б, Астана Сыртқы киім · Жеткізу"
2GIS,Bakytym,,5,20 баға,"Сыртқы киім Мәңгілік Ел даңғылы, 28, Астана Сыртқы киім · Жеткізу"
2GIS,Enjoy,,3.7,177 баға,"Ерлерге арналған киім дүкені Moskva БО, Достық көшесі, 18, Астана Сыртқы киім"
2GIS,SZ Mens,,4.9,243 баға,"Сыртқы киім Керей, Жәнібек хандар көшесі, 40, Астана Сыртқы киім · Жеткізу"
2GIS,Veshalka_kz,"Достық көшесі, 8Б, Астана",4.7,252 баға,Әйелдер киімі дүкені ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Pinko,,5,17 баға,"Сыртқы киім Abu Dhabi Plaza СО, Сығанақ көшесі, 60/5, Астана Сыртқы киім · Жеткізу"
2GIS,Alfa Style,,4.9,127 баға,"Сыртқы киім ТҮК Триумфальная арка, Мәңгілік Ел даңғылы, 35, Астана Сыртқы киім · Жеткізу"
2GIS,Avenue,"Дінмұхамед Қонаев көшесі, 14, Астана",5,115 баға,Киім дүкені ​​3 филиал Сыртқы киім · Жеткізу
2GIS,Пуховик,,4.8,431 баға,"Сыртқы киім Мәңгілік Ел даңғылы, 17, Астана Сыртқы киім · Жеткізу"
2GIS,bauma,"Тұран даңғылы, 41/1, Астана",4.9,1158 баға,Магазин мужской одежды и обуви ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Top Studio,,4.3,51 баға,"Әйелдер киімі дүкені Abu Dhabi Plaza СО, Сығанақ көшесі, 60/5, Астана Сыртқы киім · Жеткізу"
2GIS,Allsense,,5,30 баға,"Сыртқы киім Түркістан көшесі, 16/5, Астана Сыртқы киім · Жеткізу"
2GIS,Trendy boutique,,4.9,26 баға,"Магазин женской одежды Түркістан көшесі, 16, Астана Сыртқы киім · Жеткізу"
2GIS,Max Mara,"Достық көшесі, 16, Астана",4.5,31 баға,Бутик женской одежды ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Madu,,4.1,42 баға,"Сыртқы киім Moskva БО, Достық көшесі, 18, Астана Сыртқы киім · Жеткізу"
2GIS,Tengrium outlet,,4.2,36 баға,"Киім дүкені Достық көшесі, 12, Астана Сыртқы киім · Жеткізу"
2GIS,Boss,,4.3,77 баға,"Киім дүкені Керуен СОО, Достық көшесі, 9, Астана Сыртқы киім"
2GIS,Rami collection,,4.8,29 баға,"Сыртқы киім Мәңгілік Ел даңғылы, 40а, Астана Сыртқы киім · Жеткізу"
2GIS,Momsbox. kz,,4.4,203 баға,"Әйелдер киімі мен сөмкелер дүкені Мәңгілік Ел даңғылы, 41/3, Астана Сыртқы киім · Жеткізу"
2GIS,bauma woman,"Тұран даңғылы, 43Б, Астана",5,316 баға,Магазин женской одежды и обуви ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Finn Flare,"Abu Dhabi Plaza СО, Сығанақ көшесі, 60/5, Астана",4.4,39 баға,Дүкен ​​4 филиал Сыртқы киім
2GIS,Каприз,,4.8,371 баға,"Әйелдер киімі дүкені Қабанбай батыр даңғылы, 29/2, Астана Сыртқы киім · Жеткізу"
2GIS,Li-Ning,"Asia park СОО, Қабанбай батыр даңғылы, 21, Астана",4.5,82 баға,Спорттық киім мен аяқ киім дүкені ​​2 филиал Сыртқы киім
2GIS,Kimex,"Asia park СОО, Қабанбай батыр даңғылы, 21, Астана",4.7,149 баға,Магазин одежды и обуви ​​9 филиал Сыртқы киім
2GIS,Hazifa_ethno,,4.8,52 баға,"Бутик этно шапанов Достық көшесі, 13, Астана Сыртқы киім"
2GIS,BlackFox,,4.8,120 баға,"Сыртқы киім салоны Сығанақ көшесі, 41, Астана Сыртқы киім · Жеткізу"
2GIS,Cossmo,"Алматы көшесі, 3, Астана",4.1,41 баға,Магазины женской одежды ​​6 филиал Сыртқы киім · Жеткізу
2GIS,Patrizia Pepe,,4.8,24 баға,"Сыртқы киім Abu Dhabi Plaza СО, Сығанақ көшесі, 60/5, Астана Сыртқы киім · Жеткізу"
2GIS,AzAli,,4.6,52 баға,"Әйелдер киімі дүкені Керей, Жәнібек хандар көшесі, 30, Астана Сыртқы киім · Жеткізу"
2GIS,Erke,"Мәңгілік Ел даңғылы, 17а, Астана",5,7 баға,Магазин ​​2 филиал Сыртқы киім
2GIS,Safi,,2.9,20 баға,"Магазин женской одежды Moskva БО, Достық көшесі, 18, Астана Сыртқы киім · Жеткізу"
2GIS,Элегант,"Ақмешіт көшесі, 5а, Астана",4.8,30 баға,Дүкен ​​3 филиал Сыртқы киім · Жеткізу
2GIS,Brothers Gentlemen,,5,1452 баға,"Ерлер костюмдері мен аяқ киімі дүкені Қайым Мұхамедханов көшесі, 4Б блок H, Астана Сыртқы киім · Жеткізу"
2GIS,Подиум Статус,"Дінмұхамед Қонаев көшесі, 14, Астана",4.2,41 баға,Ерлерге арналған киім дүкені ​​3 филиал Сыртқы киім · Жеткізу
2GIS,Twinset,,3,16 баға,"Сыртқы киім Abu Dhabi Plaza СО, Сығанақ көшесі, 60/5, Астана Сыртқы киім · Жеткізу"
2GIS,Reserved Kids,,2.3,35 баға,"Балалар киімдері мен аксессуарлары дүкені Abu Dhabi Plaza СО, Сығанақ көшесі, 60/5, Астана Сыртқы киім"
2GIS,Mongolian_cashmere,"Мәңгілік Ел даңғылы, 17, Астана",3.7,55 баға,​магазин монгольского кашемира ​​4 филиал Сыртқы киім
2GIS,Este,,4.9,55 баға,"Сыртқы киім Түркістан көшесі, 28а, Астана Сыртқы киім · Жеткізу"
2GIS,Bugatti,,4.7,152 баға,"Ерлерге арналған киім дүкені Керуен СОО, Достық көшесі, 9, Астана Сыртқы киім"
2GIS,New Yorker,,3.9,422 баға,"Сыртқы киім Хан Шатыр, Тұран даңғылы, 37, Астана Сыртқы киім"
2GIS,Hugo,"Керуен СОО, Достық көшесі, 9, Астана",4.6,39 баға,Киім дүкені ​​2 филиал Сыртқы киім
2GIS,Tengrium Image Club,,4.6,39 баға,"Сыртқы киім Достық көшесі, 8Б, Астана Сыртқы киім · Жеткізу"
2GIS,Mustafa,"Бұқар жырау көшесі, 25 блок 4, Астана",5,97 баға,"Ерлерге арналған киім, аяқ киім және аксессуарлар дүкені ​​3 филиал Сыртқы киім"
2GIS,Carducci,,4.4,54 баға,"Ерлерге арналған киім дүкені Мәңгілік Ел даңғылы, 36, Астана Сыртқы киім · Жеткізу Жабық"
2GIS,Oky`story,,5,70 баға,"Әйелдер киімі дүкені Северное сияние ТҮК, Достық көшесі, 5, Астана Сыртқы киім · Жеткізу"
2GIS,Kerbez,"Дінмұхамед Қонаев көшесі, 14, Астана",4.5,58 баға,Сыртқы киім ​​3 филиал Сыртқы киім · Жеткізу
2GIS,Seven Life Store,"Керуен СОО, Достық көшесі, 9, Астана",4.7,33 баға,Дүкен ​​3 филиал Сыртқы киім · Жеткізу
2GIS,Lincenzo Doro,,4.7,66 баға,"Сыртқы киім Мәңгілік Ел даңғылы, 21, Астана Сыртқы киім · Жеткізу"
2GIS,Coraggio,"Керуен СОО, Достық көшесі, 9, Астана",4.8,24 баға,Ерлер киімі бутигі ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Fames,"Республика даңғылы, 10, Астана",4.7,457 баға,Сыртқы киім ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Togyz,"Әлихан Бөкейхан көшесі, 16/1, Астана",5,2 баға,Сыртқы киім ​​2 филиал Сыртқы киім
2GIS,Marella,,4.9,48 баға,"Сыртқы киім Керуен СОО, Достық көшесі, 9, Астана Сыртқы киім · Жеткізу"
2GIS,Подиум Статус,"Керуен СОО, Достық көшесі, 9, Астана",4.2,23 баға,Ерлерге арналған киім дүкені ​​3 филиал Сыртқы киім
2GIS,Makk,,4.3,47 баға,"Магазин одежды Мәңгілік Ел даңғылы, 21, Астана Сыртқы киім"
2GIS,Mustafa,"Тұран даңғылы, 55/4, Астана",4.9,619 баға,"Ерлерге арналған киім, аяқ киім және аксессуарлар дүкені ​​3 филиал Сыртқы киім"
2GIS,Colmar,,5,15 баға,"Сыртқы киім Керуен СОО, Достық көшесі, 9, Астана Сыртқы киім · Жеткізу"
2GIS,Colibri Style,,4.5,47 баға,"Стильді әйелдер киімі дүкені Түркістан көшесі, 10, Астана Сыртқы киім · Жеткізу"
2GIS,Sela,,4.5,78 баға,"Сыртқы киім Asia park СОО, Қабанбай батыр даңғылы, 21, Астана Сыртқы киім · Жеткізу"
2GIS,Almar,,4.5,14 баға,"Сыртқы киім Алматы көшесі, 3, Астана Сыртқы киім · Жеткізу"
2GIS,Chia,,4.5,810 баға,"Сыртқы киім Қабанбай батыр даңғылы, 9, Астана Сыртқы киім · Жеткізу"
2GIS,Glasman,"Asia park СОО, Қабанбай батыр даңғылы, 21, Астана",4.3,145 баға,"Магазин мужской одежды, обуви и аксессуаров ​​6 филиал Сыртқы киім · Жеткізу"
2GIS,Max Mara,"Керуен СОО, Достық көшесі, 9, Астана",4.7,24 баға,Бутик женской одежды ​​2 филиал Сыртқы киім · Жеткізу
2GIS,DeFacto,"Хан Шатыр, Тұран даңғылы, 37, Астана",4.2,231 баға,Киім дүкені ​​3 филиал Сыртқы киім
2GIS,Alash Jeans,,4.9,110 баға,"Сыртқы киім Дінмұхамед Қонаев көшесі, 35, Астана Сыртқы киім · Жеткізу"
2GIS,Bogner,,4.2,31 баға,"Дүкен Керуен СОО, Достық көшесі, 9, Астана Сыртқы киім · Жеткізу"
2GIS,Canada clo,"Әл-Фараби даңғылы, 1, Астана",4.9,252 баға,Сыртқы киім ​​3 филиал Сыртқы киім · Жеткізу
2GIS,Dastur Wear,"Бұқар жырау көшесі, 36а, Астана",4.9,316 баға,Магазин современной национальной одежды ​​2 филиал Сыртқы киім · Жеткізу
2GIS,FashionMania,,4.8,33 баға,"Магазин женской верхней одежды Керуен СОО, Достық көшесі, 9, Астана Сыртқы киім · Жеткізу"
2GIS,Oligarch,"Төле би көшесі, 55, Астана",4.8,635 баға,Магазин мужской одежды ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Cossmo,"Asia park СОО, Қабанбай батыр даңғылы, 21, Астана",4.3,97 баға,Магазины женской одежды ​​6 филиал Сыртқы киім
2GIS,Moorer_outlet,,5,5 баға,"Сырт киім бутигі Сығанақ көшесі, 54, Астана Сыртқы киім · Жеткізу"
2GIS,Элит Кашемир,,3.9,41 баға,"Сыртқы киім Керей, Жәнібек хандар көшесі, 16, Астана Сыртқы киім · Жеткізу Жабық"
2GIS,Lime,,4,427 баға,"Магазин одежды MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана Сыртқы киім"
2GIS,Diana`s furs,,4.5,45 баға,"Сыртқы киім Алматы көшесі, 11, Астана Сыртқы киім · Жеткізу"
2GIS,Aiel,,4.8,68 баға,"Бутик женской одежды Asia park СОО, Қабанбай батыр даңғылы, 21, Астана Сыртқы киім · Жеткізу"
2GIS,Iddi,,4.9,2115 баға,"Магазин женской и верхней одежды Әбікен Бектұров көшесі, 3, Астана Сыртқы киім · Жеткізу"
2GIS,H&M,,3.6,799 баға,"Сыртқы киім MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана Сыртқы киім"
2GIS,Cozy,"Мәңгілік Ел даңғылы, 53, Астана",4.5,533 баға,Бутик женской обуви ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Andolini,,4.1,25 баға,"Элиталық италиялық киім бутигі Керуен СОО, Достық көшесі, 9, Астана Сыртқы киім · Жеткізу"
2GIS,Liu Jo,,4.8,44 баға,"Сыртқы киім Керуен СОО, Достық көшесі, 9, Астана Сыртқы киім · Жеткізу"
2GIS,Bonitas,,4.4,234 баға,"Әйелдер киімі мен аяқ киім бутигі Сарайшық көшесі, 5, Астана Сыртқы киім · Жеткізу"
2GIS,Pamelamilano,"Сығанақ көшесі, 58/1, Астана",5,9 баға,Сыртқы киім ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Koton,"Хан Шатыр, Тұран даңғылы, 37, Астана",2.5,400 баға,Дүкен ​​3 филиал Сыртқы киім
2GIS,O`stin,"Хан Шатыр, Тұран даңғылы, 37, Астана",4.4,146 баға,Киім дүкені ​​3 филиал Сыртқы киім · Жеткізу
2GIS,La Scarpa,"Мәңгілік Ел даңғылы, 41/2, Астана",4.6,55 баға,Италиялық аяқ киім салоны ​​3 филиал Сыртқы киім
2GIS,LC Waikiki,"Хан Шатыр, Тұран даңғылы, 37, Астана",2.4,350 баға,Киім дүкені ​​10 филиал Сыртқы киім
2GIS,Noya,,4.7,333 баға,"Дүкен Керей, Жәнібек хандар көшесі, 50/3, Астана Сыртқы киім · Жеткізу"
2GIS,Арай,"Мәңгілік Ел даңғылы, 38, Астана",3.9,10 баға,Әйелдер киімі мен аяқ киім дүкені ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Baldinini,,3.8,23 баға,"Магазин обуви Керуен СОО, Достық көшесі, 9, Астана Сыртқы киім"
2GIS,Honey Room,,4.8,71 баға,"Сыртқы киім Тұран даңғылы, 52/5, Астана Сыртқы киім · Жеткізу"
2GIS,Nóra,,4.9,281 баға,"Сыртқы киім Қабанбай батыр даңғылы, 7, Астана Сыртқы киім · Жеткізу"
2GIS,Renai store,,4.6,54 баға,"Сыртқы киім Тұран даңғылы, 44Б, Астана Сыртқы киім"
2GIS,Vyatka Furs,,5,130 баға,"Сыртқы киім Moskva БО, Достық көшесі, 18, Астана Сыртқы киім"
2GIS,LC Waikiki,"MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана",4,413 баға,Киім дүкені ​​10 филиал Сыртқы киім
2GIS,Lichi,"Хан Шатыр, Тұран даңғылы, 37, Астана",4.5,242 баға,Әйелдер киімі дүкені ​​2 филиал Сыртқы киім
2GIS,Glasman,"Хан Шатыр, Тұран даңғылы, 37, Астана",4.6,282 баға,"Магазин мужской одежды, обуви и аксессуаров ​​6 филиал Сыртқы киім"
2GIS,M.Manzoni,"Asia park СОО, Қабанбай батыр даңғылы, 21, Астана",3.7,41 баға,Магазин мужской одежды ​​4 филиал Сыртқы киім · Жеткізу
2GIS,Billion.co,"Қабанбай батыр даңғылы, 9, Астана",4.7,280 баға,Дүкен ​​5 филиал Сыртқы киім · Жеткізу
2GIS,Kanzler,"Asia park СОО, Қабанбай батыр даңғылы, 21, Астана",5,57 баға,Магазин мужской одежды ​​4 филиал Сыртқы киім
2GIS,Etrre boutique,,3.7,11 баға,"Сыртқы киім Керуен СОО, Достық көшесі, 9, Астана Сыртқы киім · Жеткізу"
2GIS,On Jeti,"Тұран даңғылы, 52/5, Астана",5,533 баға,Магазин женской одежды ​​2 филиал Сыртқы киім · Жеткізу
2GIS,7:26 men,,4.9,23 баға,"Магазин мужской одежды Қабанбай батыр даңғылы, 9/2, Астана Сыртқы киім · Жеткізу"
2GIS,Stilissimo,,3.8,59 баға,"Сыртқы киім Сарайшық көшесі, 11/1, Астана Сыртқы киім · Жеткізу"
2GIS,Massimo Dutti,"Хан Шатыр, Тұран даңғылы, 37, Астана",4.3,217 баға,Сыртқы киім ​​2 филиал Сыртқы киім
2GIS,La Rosa,,4.8,25 баға,"Сыртқы киім ТҮК Триумфальная арка, Мәңгілік Ел даңғылы, 35, Астана Сыртқы киім · Жеткізу"
2GIS,Dabro,"Тұран даңғылы, 46Б, Астана",4.9,96 баға,Сыртқы киім ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Falconeri,,3.6,13 баға,"​Итальяндық киімдер дүкені Керуен СОО, Достық көшесі, 9, Астана Сыртқы киім"
2GIS,Mantello,"Сығанақ көшесі, 54, Астана",2.9,23 баға,Киім дүкені ​​2 филиал Сыртқы киім · Жеткізу
2GIS,kavalier,"Asia park СОО, Қабанбай батыр даңғылы, 21, Астана",4.9,161 баға,Салон мужской одежды ​​2 филиал Сыртқы киім
2GIS,Unico by tengrium,,,,"Сыртқы киім Керуен СОО, Достық көшесі, 9, Астана Сыртқы киім"
2GIS,Jansulu Boutique,,4.6,223 баға,"Әйелдер сыртқы киімі дүкені Мәңгілік Ел даңғылы, 40, Астана Сыртқы киім · Жеткізу"
2GIS,Yes Style,"Сарайшық көшесі, 6, Астана",4.4,81 баға,Сыртқы киім ​​2 филиал Сыртқы киім
2GIS,City men,"Asia park СОО, Қабанбай батыр даңғылы, 21, Астана",5,214 баға,Бутик мужской одежды ​​4 филиал Сыртқы киім
2GIS,Veshalka_kz,"Мәңгілік Ел даңғылы, 40/2, Астана",,,Әйелдер киімі дүкені ​​2 филиал Сыртқы киім Ашылуы жақында
2GIS,AiSulu,,5,41 баға,"Магазин дизайнерской одежды Бұқар жырау көшесі, 28а, Астана Сыртқы киім · Жеткізу"
2GIS,Bourgeois,,,,"Сыртқы киім Moskva БО, Достық көшесі, 18, Астана Сыртқы киім"
2GIS,Marina Rinaldi,,5,7 баға,"Сыртқы киім Керуен СОО, Достық көшесі, 9, Астана Сыртқы киім · Жеткізу"
2GIS,Ақжүніс,,5,3 баға,"Киім дүкені Алматы көшесі, 5, Астана Сыртқы киім"
2GIS,Burak,,4.5,110 баға,"Сыртқы киім Тұран даңғылы, 55/11, Астана Сыртқы киім · Жеткізу Жабық"
2GIS,DORMANI,,5,20 баға,"Меховой салон Мәңгілік Ел даңғылы, 36/1, Астана Сыртқы киім · Жеткізу"
2GIS,Braschi fur collection,,3.6,12 баға,"Сыртқы киім Достық көшесі, 16, Астана Сыртқы киім · Жеткізу"
